"0005-anti-human-CD80" "0007-anti-human-CD274" "0008-anti-human-CD273" "0009-anti-human-CD275" "0161-anti-human-CD11b" "0021-anti-human-CD252" "0022-anti-human-CD137L" "0023-anti-human-CD155" "0024-anti-human-CD112" "0026-anti-human-CD47" "0027-anti-human-CD70" "0028-anti-human-CD30" "0031-anti-human-CD40" "0032-anti-human-CD154" "0033-anti-human-CD52" "0034-anti-human-CD3" "0046-anti-human-CD8" "0047-anti-human-CD56" "0050-anti-human-CD19" "0052-anti-human-CD33" "0054-anti-human-CD34" "0056-anti-human-CD269" "0060-anti-human-CD90" "0061-anti-human-CD117" "0062-anti-human-CD10" "0063-anti-human-CD45RA" "0064-anti-human-CD123" "0066-anti-human-CD7" "0070-anti-humanmouse-CD49f" "0071-anti-human-CD194" "0072-anti-human-CD4" "0125-anti-human-CD44" "0081-anti-human-CD14" "0083-anti-human-CD16" "0085-anti-human-CD25" "0087-anti-human-CD45RO" "0088-anti-human-CD279" "0089-anti-human-TIGIT" "0100-anti-human-CD20" "0101-anti-human-CD335" "0102-anti-human-CD294" "0123-anti-human-CD326" "0124-anti-human-CD31" "0127-anti-Human-Podoplanin" "0134-anti-human-CD146" "0135-anti-human-CD324" "0136-anti-human-IgM" "0138-anti-human-CD5" "0141-anti-human-CD195" "0142-anti-human-CD32" "0143-anti-human-CD196" "0144-anti-human-CD185" "0145-anti-human-CD103" "0146-anti-human-CD69" "0147-anti-human-CD62L" "0149-anti-human-CD161" "0151-anti-human-CD152" "0152-anti-human-CD223" "0153-anti-human-KLRG1" "0154-anti-human-CD27" "0155-anti-human-CD107a" "0156-anti-human-CD95" "0159-anti-human-HLADR" "0160-anti-human-CD1c" "0162-anti-human-CD64" "0163-anti-human-CD141" "0164-anti-human-CD1d" "0165-anti-human-CD314" "0166-anti-human-CD66b" "0167-anti-human-CD35" "0168-anti-human-CD57-R" "0169-anti-human-CD366" "0170-anti-human-CD272" "0171-anti-humanmouserat-CD278" "0174-anti-human-CD58" "0175-anti-human-CD96" "0176-anti-human-CD39" "0177-anti-human-CD178" "0179-anti-human-CX3CR1" "0180-anti-human-CD24" "0181-anti-human-CD21" "0185-anti-human-CD11a" "0186-anti-human-IgA" "0187-anti-human-CD79b" "0189-anti-human-CD244" "0196-anti-human-CD235ab" "0205-anti-human-CD206" "0206-anti-human-CD169" "0207-anti-human-CD370" "0208-anti-human-XCR1" "0215-anti-human-CD268" "0217-anti-human-CD54" "0218-anti-human-CD62P" "0224-anti-human-TCRab" "0245-anti-human-CD106" "0246-anti-human-CD122" "0247-anti-human-CD267" "0353-anti-human-CD41" "0355-anti-human-CD137" "0356-anti-human-CD254" "0358-anti-human-CD163" "0359-anti-human-CD83" "0360-anti-human-CD357" "0362-anti-human-CD309" "0363-anti-human-CD124" "0366-anti-human-CD184" "0367-anti-human-CD2" "0368-anti-human-CD226" "0369-anti-human-CD29" "0370-anti-human-CD303" "0371-anti-human-CD49b" "0373-anti-human-CD81" "0374-anti-human-CD98" "0375-anti-human-IgGFc" "0384-anti-human-IgD" "0385-anti-human-CD18" "0386-anti-human-CD28" "0387-anti-human-TSLPR" "0389-anti-human-CD38" "0390-anti-human-CD127" "0048-anti-human-CD45" "0392-anti-human-CD15" "0393-anti-human-CD22" "0394-anti-human-CD71" "0395-anti-human-B7H4" "0396-anti-human-CD26" "0397-anti-human-CD193" "0399-anti-human-CD204" "0400-anti-human-CD144" "0402-anti-human-CD1a" "0406-anti-human-CD304" "0407-anti-human-CD36" "0420-anti-human-CD158" "0437-anti-mousehuman-CD207" "0576-anti-human-CD49d" "0577-anti-human-CD73" "0590-anti-human-CD305" "0591-anti-human-LOX1" "0592-anti-human-CD158b" "0594-anti-human-CD133" "0597-anti-human-CD209" "0599-anti-human-CD158e" "0600-anti-human-CD158f" "0801-anti-human-CD337" "0802-anti-human-CD336" "0828-anti-human-CD307d" "0829-anti-human-CD307e" "0830-anti-human-CD319" "0055-anti-human-CD138" "0853-anti-human-CLEC12A" "0863-anti-human-CD257" "0867-anti-human-CD94" "0870-anti-human-CD150" "0895-anti-mousehuman-Mac2" "0896-anti-human-CD85j" "0897-anti-human-CD23" "0899-anti-human-HLAA2" "0901-anti-human-GARP" "0902-anti-human-CD328" "0908-anti-human-TCRVb13.1" "0920-anti-human-CD82" "0944-anti-human-CD101" "0985-anti-human-CD360" "1046-anti-human-CD88" "1047-anti-human-HLAF" "1048-anti-human-NLRP2" "1051-anti-human-Podocalyxin" "1052-anti-human-CD224" "1056-anti-human-CD258" "1057-anti-human-DR3"
"RPS3A" 0 0 -0.0109367376353551 0 0 -0.00214460765502374 0 0 0 -0.0485948353708944 -0.0529842270576693 -0.0231963045479092 0 0 -0.0707870893250897 -0.0986990833578749 -0.0173851268003735 0 0 0 0 -0.0213595862598748 0 0 0 0 0 -0.0151133144049304 -0.0171915420673027 0 0 -0.0741513883106208 0 0 0 0 -0.00247928394966352 0 0 0 -0.00350040105971522 0 -0.0559000145492979 -0.0279513500508967 -0.0185831389524806 0 0 0 0 0 0 0 -0.0129007109381509 0 0 0 -0.0204876568460149 0 0 0 -0.00318016462177774 0 -0.0644659453098205 0 0 -0.000509922486855542 0 -0.00739192614554022 0 0 0 -0.0209406393017358 0 0 -0.0238031857653707 -0.0310875639569487 0 -0.00142053482029582 -0.0443255674841787 0 0 -0.0586618976443482 -0.0414422690868924 -0.028520540567238 0 0 0 0 0 -0.0109785465394361 0 0 0 0 0 0 -0.0122528130137751 0 0 -7.983475020519e-05 0 0 0 0 -0.0189433408603257 0 -0.0704144344028257 -0.0309084543191432 0 -0.00403565909047697 0 -0.012921615916372 0 0 0 -0.0323127355831902 -0.119413200999864 0 0 0 0 0 0 0 -0.0320398928913736 0 0 -0.0340894768128643 -0.0254579470484659 0 0 0 0 0 0 0 -0.0210345659574592 0 0 0 -0.017490560373772 -0.00465519297520128 -0.00874718416075626 -0.000446863110171259 -0.016098005946621 -0.0148990754326257 0 0 0 0 0 0 -0.0312250722405536 -0.00192692440671374 -0.0460117402233174 -0.00270092114117074 0 0 0 0 0 0 0 -0.0288249603949781 0 0 -0.0245598714191314 -0.0440722274642429 0 0
"RPL30" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00862189285720499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000572550817785763 0 0 0 0 0 0 0 0 0 0 -0.00797998555595666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GIMAP7" 0 0 0 0 0 0 0 0.00506039076737606 0 0.0462589501297426 0 0 0 0 0 0 0 0 0.0543377698618344 0.00737292536104988 0 0 0 0 0 0 0 0 0 0 0.0115904236290887 4.51969678058907e-06 0.0140580650846065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0314982735276193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0069068249110586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0113703604650893 0 0.00772028843082614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0149237690211005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0312288501359117 0 0 0 0 0 0 0 0 0 0 0
"RPS4Y1" 0.045008631478688 0 0.0488575531855796 0 0.0469260258086191 0.0304126754654875 0.08277777714245 0 0 0 0.0735000671420284 0.0286135532176633 0.00265022446426455 0.0221709978087081 0.0386751247414895 0.0326887194713748 -0.0141565283474003 0.026850797849021 0.00405260230218681 0.205100358870226 0.0301946312565757 0.0405428193448662 0 0.055816039382336 0.0494968230126199 0.042239368995718 0.0330060126180013 0.157468686916234 0.0307004392891074 0 0.210416779407545 0.0634549328885396 0.015914633026804 0.0852638173771244 0 0.0649502268830966 0.0375085627030168 0.0453744899895862 0.0420551610655866 0.0920533840107224 0.0312333113648188 0 0.137827261457368 0.0640373809960846 0 0 0 0.221460288458427 0.00214234909856643 0.044850923240973 0 0.00855946606693884 0 0 0.266757113638258 0 0.0497197816081901 0 0.138380192059761 0 0.072846033377986 0.0277787452363506 0.0952853669197573 0 0.0607747492080829 0.0572297698077477 0.000337220084402939 0.0359351581466251 0 0.130880256099126 0.0209985597081876 0.0636446361401797 0.0348293467637758 0.111133198468651 0.129133652755475 0.0335778328907312 0.0410742744532293 0.0163981861544035 0.0588634915254754 0.0883180902488396 0.00237675508600303 0.0700695203484814 0.0678784563603692 0.0445185290840371 0.080198502241138 0 0.0359089277121951 0 0 0.0425403448311519 0 0 0 0 0.0345492254685238 0.044306229083884 0 0 0.0325082592931084 0.101266025878292 0.0207780312110636 0 0.00750262473396533 0 0.0328878496510424 0.0430825287929445 0.133545010951201 0 0.106871050946889 0 0.0492942610554957 0 0 0 0 0.0414648458335573 0.0751019098373255 0 0.299844674517579 0 0.0673841881816314 0 0.0304738775022749 0.140880327948103 0.04910442331458 0.0318785626943274 0 0.0705498094552941 0.000203180396413257 0.0605787397598495 0 0.0303267630367652 0.0468363597367449 0 0.271526733976156 0 0.172995316364937 0.107423891895689 0 0 0.0207194341954255 0 0.0117196729413767 0.0664735470248148 0 0.0327330152410286 0 0.0112767613323212 0.0343279635867201 0.305884450145793 0 0.0799497634925266 0.00995394201921022 0.0202397732216009 0.0847870790624423 0.017530201617537 0.063887696893071 0.0594104550494173 0.208556032754711 0.0141008573649586 0 0 0.137012101372784 0.0681747503622516 0.0181527755352609 0.0460547086680914 0 0 0.0296479618147205 0.0780471862002794
"SELL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000527071268964817 0.0399406857175365 0 0 0 0 0 0.0113743385966681 0 0.0200306560714959 0 0.106474737282366 0 0 -0.0531426007253398 0.000129564506795622 0 0 0 0 0 0 0 0.00423019326064478 0 0 0 0 0 0 0 0 0 0 -0.0332549167589883 0 0 0 0.247242403772674 0 0 0 0 0 0 -0.026509625809028 0 0 0 0 0 0.008671158773012 0 0 0 0 0 0.0122574070552228 -0.0107212165685161 0 0 0 0 0 0 -0.00666356553190096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0194976381993227 0 0 0 0 0 0 0 -0.0307606333197861 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342857132700515 0 0 -0.00693904886000057 0 0 0 0 0 0 0 0 0 0 0 0 -0.0115029013583854 0 0
"NDFIP1" 0 0 0 0 0 0 0 0 0 0 -9.1930110178389e-05 0 0 0 0 0 0.110862011687616 0 0 0 0 0 0 0 0 0 -0.0172742203504431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0933139598580331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.144191298446535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RPS26" 0 0 -0.000678250436345035 0 0 0 0 0 0 -0.0105543714168067 0 0 0 0 0 0 0 0 0 -0.00416839189345254 0 -0.0216089886918764 0 0 0 -0.0128250966566559 0.00776783179931217 0.0190559202232715 -0.010731611015779 0.0321664941572275 0 0 0 0 -0.0044210943850757 -0.00850941524457298 -0.00387368749675572 0 -0.00879418489257968 0 0 0 0 0 0 0 0 -0.0399596407003504 0 0 0 -0.0110850465905418 0 0 -0.0227579890187617 0 0 0 0 -0.0143529324880621 0 0 0 0 0 0 0 0 0 0 -0.0163278486439108 -0.00556648275749481 0 0 0 0 0 0 0 -0.00466391524745693 0 0 -0.00469772989530355 -0.00238715069978131 0 0 0 0 -0.00589210227171854 0 0 0 0 0 0 -0.018402317154315 -0.000614171788209091 0 0 0 0 0 0 0 0 0 0.00530337380738104 0 -0.00142480671516569 0 -0.0029592625360233 -0.0016705280332873 0 0 0 0 0 0 0 0 -0.0369999147905583 0 0 -0.00819397537066738 0 0 0 -0.00333703535296269 0 -0.0175774374143869 0 0 -0.0036490451837657 0 -0.00718984414974976 0 -0.0244712331612483 0 0 0 0 0 0 -0.00580392320431336 0 0 0 0 0 -0.00709270369022873 0 -0.00522482915272745 0 0 0 0 0 0 -0.0499095326481037 0 0 0 0 0 0 0 0 0 0 0
"LINC02446" 0 0 0 0 0 0 0 0 0 -0.00735918851814326 0 0 0 0 0 -0.0357633832258053 -0.0135125200380392 0 -0.0167795553007562 0 0 0 0 -0.0244394143491256 0 0.0895461939833572 -0.002715775237271 0 -0.029345083559597 -0.0315276652355617 0 0 0 0 -0.0108864728195248 0 0 -0.0135558969920453 -0.00735877489087833 0 0 0 0.00998524487649873 0 0 0 0 0 0 0 0 0 0 0 -0.0193103217059285 0 0 0 0 0 0 -0.00329559482186822 0 0 0 0 0 -0.0154479041165263 0 0 0 0 0.00247669670681343 0 0 0.0239876332393388 0 0 0 0 0.0123327636778715 0 0 0 0 0 0 0 0 0 0 0 0 -0.0411525291362886 0 0 0 0 0.00316773984522535 0 0 0 0 0 0 0 0 0 -0.064278808249391 0 0 0 0 0 0 0 -0.0544273379598701 0 -0.0299006346866123 0 0.0137863140328208 0 0 -0.00406394249645688 0 0 0 0 0.0071017096863551 0 -0.00183665259247435 -0.00226336778327392 0 0 0 0.116726182446871 0.00308399390446562 0 0 0 0.00984595214746209 0 0 0.0146050243390507 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0087708754927212 0 0 -0.0154353959063086 0 0 0 0 0 0 0 0 0
"NELL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.207631549667122 0.220776028353012 0 -0.0163475040045479 -0.00608231248754346 0 0 0 -0.0876879736415523 0 0.137662790006287 0 0 0 0 -0.618786948560634 -0.151501021678613 0 0 0 0 0 0 0 0 0 0 0.0814583230455227 0 0 0 0 -0.0108364233951123 0 0 -0.0505224744940881 0 0 0 0.235399240393832 0 0 0 -0.0224986336411965 0.0847426386875544 0 0 0 0 0 0 0 0.237054028016443 0 0.109285552404734 0 0 0 0 0 0.05043461593777 0 0 0 0 0 0 0 0 -0.0475669883333514 0 0 0 0 0.00219636074131162 0 -0.0275757516870445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.147676615395443 0 0 0 0 0 0 0 0 0 0 0 -0.0681305632372931 0.0397812025919757 -0.00569467961968725 0 0 0 0 -0.0683651017181651 0 0 0 0.00158766375213417 0 0 0 0 0 0.209392853581519 0.0395741875515216 0 0 0 0 0 0 0.0563081137081827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0281086658345933 0 0 0 0 0 -0.0290286489570198 0 0
"RPS25" 0 0 0 0 0 0 0 0 0 0 0 -0.00862087704046567 0 0 0 -0.0926274289364527 -3.92972746596266e-05 0 -0.0210271853812632 0 0 0 0 0 0 0 0 -0.159657135203634 0 0 0 0 0 0 0 0 -0.0425206171016068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00691569222069511 0 0 0 0 0 0 -0.0171725895301361 0 0 -0.012346625897844 -0.00414285061849737 0 -0.120223406349994 0 0 0 0 0 0 0 -0.0355459474968092 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0245055636377388 0 0 0 -0.010243050904136 0 0 0 0 0 0 -0.14636000394822 0 0 0 0 0 0 0 0 -0.0255261568538806 -0.0067949234967783 0 0 0 0 0 0 0 0 0 0 0 -0.0222175741273302 0 0 0 -0.0137676552054984 0 0 0 -0.00461130818639057 0 0 0 -0.0231269686867247 0 0 -0.0080105267704558 0 0 0 0 0 0 0 -0.0162579421111059 0 0 0 0 0 -0.00431088462585777 0 0 0 0 0 0 0 0 0 0 0 0
"RPS4X" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0160434043729472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00482246448284334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RPS5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FXYD7" 0 0.0340076108169665 0 0 0 0 0 0.000972024414272341 0 -0.00630574110364339 0 0 0 0.00694935162235987 0 -0.114619863070109 0.119769956801712 0 -0.00859387859014502 0.0301036417170792 0 0 0 0.108223822267384 0 0 0.0134412733218391 0.00308296531908759 0.0320149581988927 0.0677074065308901 -0.261742240943585 0 -0.0114094366186771 -0.072819092377585 0.0640184183715778 0.101829928042543 0.00866665539273636 0.0221858360192228 0 0 0 0 0 0 0 0 0 -0.115990915239436 0 0 0 0 0.0364486298569238 0 0.181462801268507 -0.0154010986713504 0 0 -0.054605261275669 0 0 0 0 0 0 0 0 0.0914323881439193 0.0125898574815507 0 0 0 0 0 0.0822044204281828 0.0494593987588306 -0.0313099406888512 0 0 0 0 -0.0108727700119954 0.0144701434741769 0 0 0 0 0 0 0.00236602945918458 0 0.000954468606368178 0 -0.092042893703959 0 0 0 0 9.87145122578522e-05 0 -0.0223585357755411 0 0 0 0 0 -0.190303111415593 0 0 0 0 0 0.0121686747376572 0 0 0 -0.0609635030750855 0 -0.0126712981536379 0 -0.0157142138503547 0 0 0 0 -0.0458372194421233 0 0.0178193538859238 0 0 0.0200085735624798 0 0 0 -0.109797854881595 0 0.0218338928236713 0 0 0 0.00466579896721943 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0215780961831467 0 0.00648803839118473 0 0 0 0.0473582020154096 0 0 0 0 0 0 0 0.0304602757742698 0
"GYPC" 0 0 0 0 -0.0116085739191454 0 0 0 0 0 0 0 0 0 0 0.0196877990739236 0 0 0 0 0 0 0 0 0 0 0 0.0117261094688384 -0.282763097096984 0 0 0 0 -0.0647268382629157 0 0 0 0 0 0 0 0 0.124652809849905 0 0 0 0 0.145481753034554 0 0 0 0 0 0 0 0 0 0 0.0901774016844619 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0049168812916803 0.126538487576291 0 0 0 0 0 0 0.00476643623519915 0 0 0 0 0 0 0 0 0 0 0 0 0.000295215797189557 0 0 0 0 0.0073272583845449 0 0 0 0 0 0 0 -0.055902534453286 0 -0.260111572467429 0 0 0 0 0 0 -0.00864367153541257 0 0 0.114500434155636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0599770751738826 0.000790435555973398 0.011327432182382 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LST1" 0 0 0 0 0 0 0 0.030845988310415 0 0.089488535447704 0.0266277298802067 0.0474207605498642 0.016062286418937 0 0 0.0743059593648676 0.00233777754180992 0 0.0746350004034338 0.0437674251452362 0.000177228429758508 0 0 0.0485650233400708 0 0.041379242790165 0.0557927364574579 0 0.0818240788045436 0 0.0301218429215764 0 0.0956192792161807 0.111539682769734 0 0 0.0363333490463642 0 0 0 0.00718376765037043 0 0.154732558851924 0 0 0 0 0 0.00662034745052401 0.123502634867807 0 0.00051918765178354 0 0.0373218434139372 0 0.00933976650176028 0 0 0.145650815895208 0 0.0137049515252896 0.0237616719440406 0.0363166374189945 0 0.0209193719637325 0.0244886214564031 0 0 0 0.0466742542905866 0 0 0 0.00941657289100353 0.0240897579576282 0 0.0262327685021178 0 0.102685979642341 0.0122704848512327 0 0.0580343541540603 0.0359388595988366 0 0.0865335944693085 0 0 0 0 0.00329946193977132 0 0.048813939094783 0 0 0 0 0 0 0 0 0.0427795784526245 0 0 0 0 0 0.0847923538135194 0.0275837641473523 0.0613157996993213 0 0 0 0.0257479310352304 0 0 0.0872116881387537 0 0 0 0.00181975642213685 0.0815898180859515 0 0 0 0 0.00164157940306012 0 0 0 0 0 0 0 0 0.0781600602999419 0 0.0601296945472986 0.00606874721074324 0 0 0.0237643693796487 0 0 0 0 0 0 0.000603309936738258 0 0.263345905419946 0 0 0.0221697476828407 0 0.0929499480910663 0 0 0.0479079865234779 0.0891853316363239 0 0 0.0811235942436552 0.0313276592251851 0.134431950045334 0 0 0 0 0 0
"IFITM3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0599818940436058 -0.042502847327816 0 0 0 0.0331325492465556 0 0.118088009808514 0 0.30285296945366 0 0 0 0 -0.0103798582002286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0242113931664376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0214595518150972 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0180303724001982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000142804000882454 0 0 0 0.0081000625291127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0139705736378213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SERPINA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00280619440818106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.00270289785129837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FCER1G" 0 0 0 0 0 0 0 -0.000748831518540028 0 0 0 0 0 0 0 0 0 0 -0.00194468910233418 0 0 0 0 0 0 -0.00784617004686019 0 -0.0313515764525834 0 0 0 0 -0.00812668956093546 -0.0464498024408049 0 0 0 -0.00716494935901284 -0.0114059829284888 0 0 0 0 0 0 0 0 0 0 0 0 -0.0188746441669449 0 -0.00572168573049495 0 0 0 0 0 0 -0.00151432809889521 0 0 0 0 0 0 -0.0153410282448376 0 0 -0.00769010339703306 0 0 0 0 -0.00485259798092945 0 0 0 0 0 -0.0119041152007731 -0.00449842252299277 0 0 0 0 0 0 -0.0202321234145399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0198765618347823 -0.0339316995049013 -0.000907511854857156 0 0 -0.012684439211518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.000635204747560695 0 0 0 -0.0364874369224026 0 -0.0156156427634319 0 -0.00595348055397053 0 0 0 -0.0171408358187662 0 0 0 0 0 0 0 0 0 0 -0.0233561873409369 -0.00374862372183068 0 0 0 0 0 0 0 -0.023050197428233 0 0 0 0 0 0 0 0 0
"COTL1" 0.00686475273357665 0.0143993017527245 0.02419191500041 0.0286797024086668 0.000830413333555613 0.0321747606615953 0.0480690202362695 0 0 0.0280036671691537 0.0376541293266724 0.0524106524163747 0 0 0.0234400187558829 0.00836000232177724 0.0352601131719634 0 0.0158291859989638 0 0.00814730186221164 0.0281133400235141 0 0 0.0200638384880075 0 0 0 0.0228835551981557 0.0419943890898331 0 0.0554357162825593 0.0194037785752979 0 0.000718558294350107 0.0572805469857986 0.02935874394034 0.0772134495726801 0.0253035877011307 0 0.0642398977881551 0.00941903645532732 0.0160058898322596 0.0488512199341496 0 0 0 0.00993995910717715 0 0 0 0.00515701430879409 0.0169191080595592 1.47082114469342e-05 0.0556962192741043 0 0.0573210822870538 0.00847049407482235 0 0 0.0355371804711045 0.0883562504631832 0.043690969612839 0 0 0.0257581453360308 0 0.0544265411265889 0.00244279484934478 0 0 0.00481742383806042 0.0474689415249259 0.0846061939043623 0.0418212920783417 0.0409125408358184 0.0194902295076257 0.0288552250519334 0.00556817080873442 0.0239560259399751 0.00883793722420837 0.0570097153629456 0.0321911032293743 0.0338268139155494 0.0284321609530266 0 0.0186338968380411 0 0.00256709042805426 0.0383173822331255 0 0 0 0 0.0230758128695253 0.0431633617190756 0.0188856379904941 0 0 0.0387914855393585 0.0374500200512408 0.0119356843020126 0.0304490173514238 0 0.0190134100177298 0.0111751834016454 0 0.0512977983599727 0.0998049607078237 0.0144844802690613 0.0485153974179018 0 0.005990203350653 0 0 0.0617949936717967 0.0583896453160133 0 0.0321317402660287 0 0.0306974648491379 0 0 0.0271099699357122 0.0393967003662994 0 0.0360141799757032 0.0220613215787413 0.0428065017565834 0.0438492560629815 0.00831259121575808 0 0.0307233328970613 0 0.10160118515067 0.000264948270904815 0 0.0278335581001095 0 0.00743650984751393 0.0494690326387293 0.0154248409574625 0.036445409029044 0.00819028110373352 0.0230489466709503 0.0570134243362953 0 0.0145892103814482 0.013606839101131 0.00388099734692639 0.00208949995722688 0.0181187890326173 0.0266781386470106 0.0519841834080558 0.0336748987112625 0.00280080911258966 0.023880549594225 0.0368502012671848 0.0397702479691158 0.0440269060789751 0.0639979888293095 0.0447009052185331 0.0344716914504041 0.0425800689482626 0.0478067448064813 0.0181358421821684 0.0175397857804245 0.0331803616468636 0.0380075472464729 0.0226840617351716
